Event,Date,WinningFighter,LosingFighter,Method,WeightClass,WinningFighterBirthday,LosingFighterBirthday,ChampBoutBool,GenderBool
UFC 280: Oliveira vs. Makhachev,"October 22, 2022",Nikita Krylov,Volkan Oezdemir,U-DEC,Light Heavyweight,"Mar 07, 1992","Sep 19, 1989",False,False
UFC 280: Oliveira vs. Makhachev,"October 22, 2022",Abubakar Nurmagomedov,Gadzhi Omargadzhiev,U-DEC,Welterweight,"Nov 13, 1989","Feb 24, 1993",False,False
UFC 280: Oliveira vs. Makhachev,"October 22, 2022",Armen Petrosyan,AJ Dobson,U-DEC,Middleweight,"Nov 02, 1990","Jan 18, 1992",False,False
UFC 280: Oliveira vs. Makhachev,"October 22, 2022",Muhammad Mokaev,Malcolm Gordon,SUB Armbar,Flyweight,"Jul 30, 2000","May 19, 1990",False,False
UFC 280: Oliveira vs. Makhachev,"October 22, 2022",Karol Rosa,Lina Lansberg,M-DEC,Women's Bantamweight,"Dec 30, 1994","Mar 13, 1982",False,True
UFC Fight Night: Grasso vs. Araujo,"October 15, 2022",Alexa Grasso,Viviane Araujo,U-DEC,Women's Flyweight,"Aug 09, 1993","Nov 21, 1986",False,True
UFC Fight Night: Grasso vs. Araujo,"October 15, 2022",Jonathan Martinez,Cub Swanson,KO/TKO Kick,Bantamweight,"Apr 20, 1994","Nov 02, 1983",False,False
UFC Fight Night: Grasso vs. Araujo,"October 15, 2022",Dusko Todorovic,Jordan Wright,KO/TKO Elbows,Middleweight,"May 19, 1994","Oct 07, 1991",False,False
UFC Fight Night: Grasso vs. Araujo,"October 15, 2022",Raphael Assuncao,Victor Henry,U-DEC,Bantamweight,"Jul 19, 1982","May 04, 1987",False,False
UFC Fight Night: Grasso vs. Araujo,"October 15, 2022",Alonzo Menifield,Misha Cirkunov,KO/TKO Punch,Light Heavyweight,"Oct 18, 1987","Feb 27, 1987",False,False
UFC Fight Night: Grasso vs. Araujo,"October 15, 2022",Mana Martinez,Brandon Davis,S-DEC,Bantamweight,"Mar 25, 1996","May 08, 1990",False,False
UFC Fight Night: Grasso vs. Araujo,"October 15, 2022",Jacob Malkoun,Nick Maximov,U-DEC,Middleweight,"Aug 26, 1995","Dec 23, 1997",False,False
UFC Fight Night: Grasso vs. Araujo,"October 15, 2022",Joanderson Brito,Lucas Alexander,SUB Rear Naked Choke,Featherweight,"Feb 11, 1995","Jul 28, 1995",False,False
UFC Fight Night: Grasso vs. Araujo,"October 15, 2022",Piera Rodriguez,Sam Hughes,U-DEC,Women's Strawweight,"Nov 11, 1992","Jun 28, 1992",False,True
UFC Fight Night: Grasso vs. Araujo,"October 15, 2022",Tatsuro Taira,CJ Vergara,SUB Armbar,Flyweight,"Jan 27, 2000","Jun 18, 1991",False,False
UFC Fight Night: Grasso vs. Araujo,"October 15, 2022",Pete Rodriguez,Mike Jackson,KO/TKO Knee,Welterweight,"Nov 13, 1996","Mar 22, 1985",False,False
UFC Fight Night: Dern vs. Yan,"October 01, 2022",Yan Xiaonan,Mackenzie Dern,M-DEC,Women's Strawweight,"Jun 16, 1989","Mar 24, 1993",False,True
UFC Fight Night: Dern vs. Yan,"October 01, 2022",Randy Brown,Francisco Trinaldo,U-DEC,Welterweight,"Jul 08, 1990","Aug 24, 1978",False,False
UFC Fight Night: Dern vs. Yan,"October 01, 2022",Raoni Barcelos,Trevin Jones,U-DEC,Bantamweight,"May 01, 1987","Aug 04, 1990",False,False
UFC Fight Night: Dern vs. Yan,"October 01, 2022",Sodiq Yusuff,Don Shainis,SUB Guillotine Choke,Featherweight,"May 19, 1993","Sep 16, 1990",False,False
UFC Fight Night: Dern vs. Yan,"October 01, 2022",Mike Davis,Viacheslav Borshchev,U-DEC,Lightweight,"Oct 07, 1992","Jan 08, 1992",False,False
UFC Fight Night: Dern vs. Yan,"October 01, 2022",Daniel Santos,John Castaneda,KO/TKO Knee,Catch Weight,"Mar 12, 1995","Dec 18, 1991",False,False
UFC Fight Night: Dern vs. Yan,"October 01, 2022",Ilir Latifi,Aleksei Oleinik,U-DEC,Heavyweight,"Jul 28, 1982","Jun 20, 1977",False,False
UFC Fight Night: Dern vs. Yan,"October 01, 2022",Joaquim Silva,Jesse Ronson,KO/TKO Flying Knee,Lightweight,"Feb 05, 1989","Dec 24, 1985",False,False
UFC Fight Night: Dern vs. Yan,"October 01, 2022",Brendan Allen,Krzysztof Jotko,SUB Rear Naked Choke,Middleweight,"Dec 28, 1995","Aug 19, 1989",False,False
UFC Fight Night: Dern vs. Yan,"October 01, 2022",Chelsea Chandler,Julija Stoliarenko,KO/TKO Punches,Catch Weight,"Nov 23, 1990","Apr 08, 1993",False,False
UFC Fight Night: Dern vs. Yan,"October 01, 2022",Guido Cannetti,Randy Costa,SUB Rear Naked Choke,Bantamweight,"Dec 19, 1979","Jul 06, 1994",False,False
UFC Fight Night: Sandhagen vs. Song,"September 17, 2022",Cory Sandhagen,Song Yadong,KO/TKO,Bantamweight,"Apr 20, 1992","Dec 02, 1997",False,False
UFC Fight Night: Sandhagen vs. Song,"September 17, 2022",Gregory Rodrigues,Chidi Njokuani,KO/TKO Punches,Middleweight,"Feb 17, 1992","Dec 31, 1988",False,False
UFC Fight Night: Sandhagen vs. Song,"September 17, 2022",Andre Fili,Bill Algeo,S-DEC,Featherweight,"Jun 25, 1990","Jun 09, 1989",False,False
UFC Fight Night: Sandhagen vs. Song,"September 17, 2022",Joe Pyfer,Alen Amedovski,KO/TKO Punch,Middleweight,"Sep 17, 1996","Apr 06, 1988",False,False
UFC Fight Night: Sandhagen vs. Song,"September 17, 2022",Rodrigo Nascimento,Tanner Boser,S-DEC,Heavyweight,"Nov 26, 1992","Aug 02, 1991",False,False
UFC Fight Night: Sandhagen vs. Song,"September 17, 2022",Anthony Hernandez,Marc-Andre Barriault,SUB Arm Triangle,Middleweight,"Oct 18, 1993","Feb 18, 1990",False,False
UFC Fight Night: Sandhagen vs. Song,"September 17, 2022",Damon Jackson,Pat Sabatini,KO/TKO Punches,Featherweight,"Aug 08, 1988","Nov 09, 1990",False,False
UFC Fight Night: Sandhagen vs. Song,"September 17, 2022",Trevin Giles,Louis Cosce,U-DEC,Welterweight,"Aug 06, 1992","Aug 27, 1995",False,False
UFC Fight Night: Sandhagen vs. Song,"September 17, 2022",Loma Lookboonmee,Denise Gomes,U-DEC,Women's Strawweight,"Jan 18, 1996","Dec 30, 1999",False,True
UFC Fight Night: Sandhagen vs. Song,"September 17, 2022",Trey Ogden,Daniel Zellhuber,U-DEC,Lightweight,"Nov 14, 1989","Jul 07, 1999",False,False
UFC Fight Night: Sandhagen vs. Song,"September 17, 2022",Gillian Robertson,Mariya Agapova,SUB Rear Naked Choke,Women's Flyweight,"May 17, 1995","Apr 07, 1997",False,True
UFC Fight Night: Sandhagen vs. Song,"September 17, 2022",Javid Basharat,Tony Gravely,U-DEC,Bantamweight,"Sep 07, 1995","Sep 28, 1991",False,False
UFC Fight Night: Sandhagen vs. Song,"September 17, 2022",Nikolas Motta,Cameron VanCamp,KO/TKO Punch,Lightweight,"Feb 08, 1993","Apr 27, 1993",False,False
UFC 279: Diaz vs. Ferguson,"September 10, 2022",Nate Diaz,Tony Ferguson,SUB Guillotine Choke,Welterweight,"Apr 16, 1985","Feb 12, 1984",False,False
UFC 279: Diaz vs. Ferguson,"September 10, 2022",Khamzat Chimaev,Kevin Holland,SUB D'Arce Choke,Catch Weight,"May 01, 1994","Nov 05, 1992",False,False
UFC 279: Diaz vs. Ferguson,"September 10, 2022",Daniel Rodriguez,Li Jingliang,S-DEC,Catch Weight,"Dec 31, 1986","Mar 20, 1988",False,False
UFC 279: Diaz vs. Ferguson,"September 10, 2022",Irene Aldana,Macy Chiasson,KO/TKO Kick,Catch Weight,"Mar 26, 1988","Jul 27, 1991",False,False
UFC 279: Diaz vs. Ferguson,"September 10, 2022",Johnny Walker,Ion Cutelaba,SUB Rear Naked Choke,Light Heavyweight,"Mar 30, 1992","Dec 14, 1993",False,False
UFC 279: Diaz vs. Ferguson,"September 10, 2022",Julian Erosa,Hakeem Dawodu,U-DEC,Featherweight,"Jul 31, 1989","Jul 02, 1991",False,False
UFC 279: Diaz vs. Ferguson,"September 10, 2022",Jailton Almeida,Anton Turkalj,SUB Rear Naked Choke,Catch Weight,"Jun 26, 1991","Jun 10, 1996",False,False
UFC 279: Diaz vs. Ferguson,"September 10, 2022",Denis Tiuliulin,Jamie Pickett,KO/TKO Punches,Middleweight,"May 17, 1988","Aug 29, 1988",False,False
UFC 279: Diaz vs. Ferguson,"September 10, 2022",Chris Barnett,Jake Collier,KO/TKO Punches,Heavyweight,"Jun 14, 1986","Oct 25, 1988",False,False
UFC 279: Diaz vs. Ferguson,"September 10, 2022",Norma Dumont,Danyelle Wolf,U-DEC,Women's Featherweight,"Oct 01, 1990","Sep 08, 1983",False,True
UFC 279: Diaz vs. Ferguson,"September 10, 2022",Alatengheili,Chad Anheliger,U-DEC,Bantamweight,"Dec 14, 1991","Dec 01, 1986",False,False
UFC 279: Diaz vs. Ferguson,"September 10, 2022",Elise Reed,Melissa Martinez,U-DEC,Women's Strawweight,"Dec 05, 1992","Aug 18, 1997",False,True
UFC 279: Diaz vs. Ferguson,"September 10, 2022",Yohan Lainesse,Darian Weeks,S-DEC,Welterweight,"Aug 14, 1992","Nov 23, 1993",False,False
UFC Fight Night: Gane vs. Tuivasa,"September 03, 2022",Ciryl Gane,Tai Tuivasa,KO/TKO Punches,Heavyweight,"Apr 12, 1990","Mar 16, 1993",False,False
UFC Fight Night: Gane vs. Tuivasa,"September 03, 2022",Robert Whittaker,Marvin Vettori,U-DEC,Middleweight,"Dec 20, 1990","Sep 20, 1993",False,False
UFC Fight Night: Gane vs. Tuivasa,"September 03, 2022",Nassourdine Imavov,Joaquin Buckley,U-DEC,Middleweight,"Mar 01, 1995","Apr 27, 1994",False,False
UFC Fight Night: Gane vs. Tuivasa,"September 03, 2022",Roman Kopylov,Alessio Di Chirico,KO/TKO Punches,Middleweight,"May 04, 1991","Dec 12, 1989",False,False
UFC Fight Night: Gane vs. Tuivasa,"September 03, 2022",William Gomis,Jarno Errens,U-DEC,Featherweight,"Jun 13, 1997","Nov 17, 1994",False,False
UFC Fight Night: Gane vs. Tuivasa,"September 03, 2022",Nathaniel Wood,Charles Jourdain,U-DEC,Featherweight,"May 08, 1993","Nov 27, 1995",False,False
UFC Fight Night: Gane vs. Tuivasa,"September 03, 2022",Abus Magomedov,Dustin Stoltzfus,KO/TKO Punches,Middleweight,"Sep 02, 1990","Nov 15, 1991",False,False
UFC Fight Night: Gane vs. Tuivasa,"September 03, 2022",Nasrat Haqparast,John Makdessi,U-DEC,Lightweight,"Aug 22, 1995","May 03, 1985",False,False
UFC Fight Night: Gane vs. Tuivasa,"September 03, 2022",Fares Ziam,Michal Figlak,U-DEC,Lightweight,"Mar 21, 1997","Aug 15, 1996",False,False
UFC Fight Night: Gane vs. Tuivasa,"September 03, 2022",Benoit Saint Denis,Gabriel Miranda,KO/TKO Punch,Lightweight,"Dec 18, 1995","Mar 25, 1990",False,False
UFC Fight Night: Gane vs. Tuivasa,"September 03, 2022",Cristian Quinonez,Khalid Taha,KO/TKO Punches,Bantamweight,"Apr 26, 1996","Feb 15, 1992",False,False
UFC Fight Night: Gane vs. Tuivasa,"September 03, 2022",Stephanie Egger,Ailin Perez,SUB Rear Naked Choke,Women's Featherweight,"Aug 12, 1988","Oct 05, 1994",False,True
UFC 278: Usman vs. Edwards,"August 20, 2022",Leon Edwards,Kamaru Usman,KO/TKO Kick,Welterweight,"Aug 25, 1991","May 11, 1987",True,False
UFC 278: Usman vs. Edwards,"August 20, 2022",Paulo Costa,Luke Rockhold,U-DEC,Middleweight,"Apr 21, 1991","Oct 17, 1984",False,False
UFC 278: Usman vs. Edwards,"August 20, 2022",Merab Dvalishvili,Jose Aldo,U-DEC,Bantamweight,"Jan 10, 1991","Sep 09, 1986",False,False
UFC 278: Usman vs. Edwards,"August 20, 2022",Lucie Pudilova,Wu Yanan,KO/TKO Elbows,Women's Bantamweight,"Jun 13, 1994","Apr 18, 1996",False,True
UFC 278: Usman vs. Edwards,"August 20, 2022",Tyson Pedro,Harry Hunsucker,KO/TKO Kick,Light Heavyweight,"Sep 17, 1991","Jan 03, 1989",False,False
UFC 278: Usman vs. Edwards,"August 20, 2022",Marcin Tybura,Alexandr Romanov,M-DEC,Heavyweight,"Nov 09, 1985","Dec 11, 1990",False,False
UFC 278: Usman vs. Edwards,"August 20, 2022",Jared Gordon,Leonardo Santos,U-DEC,Lightweight,"Sep 06, 1988","Feb 05, 1980",False,False
UFC 278: Usman vs. Edwards,"August 20, 2022",Sean Woodson,Luis Saldana,S-DEC:Draw,Featherweight,"Jun 07, 1992","Jan 27, 1991",False,False
UFC 278: Usman vs. Edwards,"August 20, 2022",Ange Loosa,AJ Fletcher,U-DEC,Welterweight,"Mar 18, 1993","Feb 18, 1997",False,False
UFC 278: Usman vs. Edwards,"August 20, 2022",Amir Albazi,Francisco Figueiredo,SUB Rear Naked Choke,Flyweight,"Oct 27, 1993","Oct 23, 1989",False,False
UFC 278: Usman vs. Edwards,"August 20, 2022",Aoriqileng,Jay Perrin,U-DEC,Bantamweight,"Jun 25, 1993","Jun 15, 1993",False,False
UFC 278: Usman vs. Edwards,"August 20, 2022",Victor Altamirano,Daniel Lacerda,KO/TKO Punches,Flyweight,"Jan 23, 1991","Jun 05, 1996",False,False
UFC Fight Night: Vera vs. Cruz,"August 13, 2022",Marlon Vera,Dominick Cruz,KO/TKO Kick,Bantamweight,"Dec 02, 1992","Mar 09, 1985",False,False
UFC Fight Night: Vera vs. Cruz,"August 13, 2022",Nate Landwehr,David Onama,M-DEC,Featherweight,"Jun 06, 1988","Jun 07, 1994",False,False
UFC Fight Night: Vera vs. Cruz,"August 13, 2022",Yazmin Jauregui,Iasmin Lucindo,U-DEC,Women's Strawweight,"Feb 28, 1999","Jan 08, 2002",False,True
UFC Fight Night: Vera vs. Cruz,"August 13, 2022",Azamat Murzakanov,Devin Clark,KO/TKO Punch,Light Heavyweight,"Apr 12, 1989","Apr 12, 1990",False,False
UFC Fight Night: Vera vs. Cruz,"August 13, 2022",Priscila Cachoeira,Ariane da Silva,KO/TKO Punches,Women's Bantamweight,"Aug 19, 1988","Jan 26, 1994",False,True
UFC Fight Night: Vera vs. Cruz,"August 13, 2022",Gerald Meerschaert,Bruno Silva,SUB Guillotine Choke,Middleweight,"Dec 18, 1987","Jul 13, 1989",False,False
UFC Fight Night: Vera vs. Cruz,"August 13, 2022",Angela Hill,Loopy Godinez,U-DEC,Catch Weight,"Jan 12, 1985","Sep 06, 1993",False,False
UFC Fight Night: Vera vs. Cruz,"August 13, 2022",Martin Buday,Lukasz Brzeski,S-DEC,Heavyweight,"Nov 11, 1991","May 17, 1992",False,False
UFC Fight Night: Vera vs. Cruz,"August 13, 2022",Nina Nunes,Cynthia Calvillo,S-DEC,Women's Flyweight,"Dec 03, 1985","Jul 13, 1987",False,True
UFC Fight Night: Vera vs. Cruz,"August 13, 2022",Gabriel Benitez,Charlie Ontiveros,KO/TKO Punches,Lightweight,"Jun 15, 1988","Jul 04, 1991",False,False
UFC Fight Night: Vera vs. Cruz,"August 13, 2022",Tyson Nam,Ode Osbourne,KO/TKO Punch,Flyweight,"Oct 06, 1983","Jan 09, 1992",False,False
UFC Fight Night: Vera vs. Cruz,"August 13, 2022",Josh Quinlan,Jason Witt,KO/TKO Punch,Catch Weight,"Feb 06, 1993","Nov 07, 1986",False,False
UFC Fight Night: Vera vs. Cruz,"August 13, 2022",Youssef Zalal,Da'Mon Blackshear,M-DEC:Draw,Bantamweight,"Sep 04, 1996","Aug 12, 1994",False,False
UFC Fight Night: Santos vs. Hill,"August 06, 2022",Jamahal Hill,Thiago Santos,KO/TKO Elbows,Light Heavyweight,"May 19, 1991","Jan 07, 1984",False,False
UFC Fight Night: Santos vs. Hill,"August 06, 2022",Geoff Neal,Vicente Luque,KO/TKO Punches,Welterweight,"Aug 28, 1990","Nov 27, 1991",False,False
UFC Fight Night: Santos vs. Hill,"August 06, 2022",Mohammed Usman,Zac Pauga,KO/TKO Punch,Heavyweight,"Apr 01, 1989","Feb 25, 1988",False,False
UFC Fight Night: Santos vs. Hill,"August 06, 2022",Juliana Miller,Brogan Walker,KO/TKO Elbows,Women's Flyweight,"May 07, 1996","Aug 02, 1988",False,True
UFC Fight Night: Santos vs. Hill,"August 06, 2022",Serghei Spivac,Augusto Sakai,KO/TKO Punches,Heavyweight,"Jan 24, 1995","May 09, 1991",False,False
UFC Fight Night: Santos vs. Hill,"August 06, 2022",Terrance McKinney,Erick Gonzalez,SUB Rear Naked Choke,Lightweight,"Sep 15, 1994","Jan 20, 1992",False,False
UFC Fight Night: Santos vs. Hill,"August 06, 2022",Michal Oleksiejczuk,Sam Alvey,KO/TKO Punch,Middleweight,"Feb 22, 1995","May 06, 1986",False,False
UFC Fight Night: Santos vs. Hill,"August 06, 2022",Bryan Battle,Takashi Sato,KO/TKO Kick,Welterweight,"Sep 21, 1994","Jun 09, 1990",False,False
UFC Fight Night: Santos vs. Hill,"August 06, 2022",Cory McKenna,Miranda Granger,SUB Von Flue Choke,Women's Strawweight,"Jul 11, 1999","Apr 13, 1992",False,True
UFC Fight Night: Santos vs. Hill,"August 06, 2022",Mayra Bueno Silva,Stephanie Egger,SUB Armbar,Women's Bantamweight,"Aug 22, 1991","Aug 12, 1988",False,True
UFC 277: Pena vs. Nunes 2,"July 30, 2022",Amanda Nunes,Julianna Pena,U-DEC,Women's Bantamweight,"May 30, 1988","Aug 19, 1989",True,True
UFC 277: Pena vs. Nunes 2,"July 30, 2022",Brandon Moreno,Kai Kara-France,KO/TKO Kick,Flyweight,"Dec 07, 1993","Mar 26, 1993",True,False
UFC 277: Pena vs. Nunes 2,"July 30, 2022",Sergei Pavlovich,Derrick Lewis,KO/TKO Punches,Heavyweight,"May 13, 1992","Feb 07, 1985",False,False
UFC 277: Pena vs. Nunes 2,"July 30, 2022",Alexandre Pantoja,Alex Perez,SUB Neck Crank,Flyweight,"Apr 16, 1990","Mar 21, 1992",False,False
UFC 277: Pena vs. Nunes 2,"July 30, 2022",Magomed Ankalaev,Anthony Smith,KO/TKO Punches,Light Heavyweight,"Jun 02, 1992","Jul 26, 1988",False,False
UFC 277: Pena vs. Nunes 2,"July 30, 2022",Alex Morono,Matthew Semelsberger,U-DEC,Welterweight,"Aug 16, 1990","Nov 23, 1992",False,False
UFC 277: Pena vs. Nunes 2,"July 30, 2022",Drew Dober,Rafael Alves,KO/TKO Punch,Lightweight,"Oct 19, 1988","Nov 14, 1990",False,False
UFC 277: Pena vs. Nunes 2,"July 30, 2022",Don'Tale Mayes,Hamdy Abdelwahab,Overturned:No Contest,Heavyweight,"Jan 16, 1992","Jan 22, 1993",False,False
UFC 277: Pena vs. Nunes 2,"July 30, 2022",Drakkar Klose,Rafa Garcia,U-DEC,Lightweight,"Mar 09, 1988","Aug 05, 1994",False,False
UFC 277: Pena vs. Nunes 2,"July 30, 2022",Michael Morales,Adam Fugitt,KO/TKO Punch,Welterweight,"Jun 24, 1999","Jan 12, 1989",False,False
UFC 277: Pena vs. Nunes 2,"July 30, 2022",Joselyne Edwards,Ji Yeon Kim,S-DEC,Women's Bantamweight,"Sep 29, 1995","Oct 18, 1989",False,True
UFC 277: Pena vs. Nunes 2,"July 30, 2022",Nicolae Negumereanu,Ihor Potieria,KO/TKO Knees,Light Heavyweight,"Sep 04, 1994","May 29, 1996",False,False
UFC 277: Pena vs. Nunes 2,"July 30, 2022",Orion Cosce,Blood Diamond,U-DEC,Welterweight,"Jul 15, 1994","Jul 10, 1988",False,False
UFC Fight Night: Blaydes vs. Aspinall,"July 23, 2022",Curtis Blaydes,Tom Aspinall,KO/TKO,Heavyweight,"Feb 18, 1991","Apr 11, 1993",False,False
UFC Fight Night: Blaydes vs. Aspinall,"July 23, 2022",Jack Hermansson,Chris Curtis,U-DEC,Middleweight,"Jun 10, 1988","Jul 15, 1987",False,False
UFC Fight Night: Blaydes vs. Aspinall,"July 23, 2022",Paddy Pimblett,Jordan Leavitt,SUB Rear Naked Choke,Lightweight,"Jan 03, 1995","Jun 02, 1995",False,False
UFC Fight Night: Blaydes vs. Aspinall,"July 23, 2022",Nikita Krylov,Alexander Gustafsson,KO/TKO Punch,Light Heavyweight,"Mar 07, 1992","Jan 15, 1987",False,False
UFC Fight Night: Blaydes vs. Aspinall,"July 23, 2022",Molly McCann,Hannah Goldy,KO/TKO Spinning Back Elbow,Women's Flyweight,"May 04, 1990","May 18, 1992",False,True
UFC Fight Night: Blaydes vs. Aspinall,"July 23, 2022",Volkan Oezdemir,Paul Craig,U-DEC,Light Heavyweight,"Sep 19, 1989","Nov 27, 1987",False,False
UFC Fight Night: Blaydes vs. Aspinall,"July 23, 2022",Ludovit Klein,Mason Jones,U-DEC,Lightweight,"Feb 22, 1995","Apr 26, 1995",False,False
UFC Fight Night: Blaydes vs. Aspinall,"July 23, 2022",Marc Diakiese,Damir Hadzovic,U-DEC,Lightweight,"Mar 16, 1993","Aug 08, 1986",False,False
UFC Fight Night: Blaydes vs. Aspinall,"July 23, 2022",Nathaniel Wood,Charles Rosa,U-DEC,Featherweight,"May 08, 1993","Aug 24, 1986",False,False
UFC Fight Night: Blaydes vs. Aspinall,"July 23, 2022",Jonathan Pearce,Makwan Amirkhani,KO/TKO Punches,Featherweight,"May 01, 1992","Nov 08, 1988",False,False
UFC Fight Night: Blaydes vs. Aspinall,"July 23, 2022",Muhammad Mokaev,Charles Johnson,U-DEC,Flyweight,"Jul 30, 2000","Jan 10, 1991",False,False
UFC Fight Night: Blaydes vs. Aspinall,"July 23, 2022",Jai Herbert,Kyle Nelson,U-DEC,Lightweight,"May 13, 1988","Apr 20, 1991",False,False
UFC Fight Night: Blaydes vs. Aspinall,"July 23, 2022",Victoria Leonardo,Mandy Bohm,U-DEC,Women's Flyweight,"Feb 16, 1990","Jul 30, 1989",False,True
UFC Fight Night: Blaydes vs. Aspinall,"July 23, 2022",Nicolas Dalby,Claudio Silva,U-DEC,Welterweight,"Nov 16, 1984","Sep 06, 1982",False,False
UFC Fight Night: Ortega vs. Rodriguez,"July 16, 2022",Yair Rodriguez,Brian Ortega,KO/TKO,Featherweight,"Oct 06, 1992","Feb 21, 1991",False,False
UFC Fight Night: Ortega vs. Rodriguez,"July 16, 2022",Amanda Lemos,Michelle Waterson-Gomez,SUB Guillotine Choke,Women's Strawweight,"May 22, 1987","Jan 06, 1986",False,True
UFC Fight Night: Ortega vs. Rodriguez,"July 16, 2022",Li Jingliang,Muslim Salikhov,KO/TKO Punches,Welterweight,"Mar 20, 1988","Jun 09, 1984",False,False
UFC Fight Night: Ortega vs. Rodriguez,"July 16, 2022",Matt Schnell,Sumudaerji,SUB Triangle Choke,Flyweight,"Jan 15, 1990","Jan 20, 1996",False,False
UFC Fight Night: Ortega vs. Rodriguez,"July 16, 2022",Shane Burgos,Charles Jourdain,M-DEC,Featherweight,"Mar 19, 1991","Nov 27, 1995",False,False
UFC Fight Night: Ortega vs. Rodriguez,"July 16, 2022",Lauren Murphy,Miesha Tate,U-DEC,Women's Flyweight,"Jul 27, 1983","Aug 18, 1986",False,True
UFC Fight Night: Ortega vs. Rodriguez,"July 16, 2022",Punahele Soriano,Dalcha Lungiambula,KO/TKO Punch,Middleweight,"Nov 22, 1992","Jul 31, 1987",False,False
UFC Fight Night: Ortega vs. Rodriguez,"July 16, 2022",Ricky Simon,Jack Shore,SUB Arm Triangle,Bantamweight,"Aug 31, 1992","Feb 06, 1995",False,False
UFC Fight Night: Ortega vs. Rodriguez,"July 16, 2022",Bill Algeo,Herbert Burns,KO/TKO,Featherweight,"Jun 09, 1989","Feb 02, 1988",False,False
UFC Fight Night: Ortega vs. Rodriguez,"July 16, 2022",Dustin Jacoby,Da Woon Jung,KO/TKO Punch,Light Heavyweight,"Apr 04, 1988","Dec 07, 1993",False,False
UFC Fight Night: Ortega vs. Rodriguez,"July 16, 2022",Dustin Stoltzfus,Dwight Grant,U-DEC,Middleweight,"Nov 15, 1991","Sep 14, 1984",False,False
UFC Fight Night: Ortega vs. Rodriguez,"July 16, 2022",Emily Ducote,Jessica Penne,U-DEC,Women's Strawweight,"Jan 01, 1994","Jan 30, 1983",False,True
UFC Fight Night: Dos Anjos vs. Fiziev,"July 09, 2022",Rafael Fiziev,Rafael Dos Anjos,KO/TKO Punch,Lightweight,"Mar 05, 1993","Oct 26, 1984",False,False
UFC Fight Night: Dos Anjos vs. Fiziev,"July 09, 2022",Caio Borralho,Armen Petrosyan,U-DEC,Middleweight,"Jan 16, 1993","Nov 02, 1990",False,False
UFC Fight Night: Dos Anjos vs. Fiziev,"July 09, 2022",Said Nurmagomedov,Douglas Silva de Andrade,U-DEC,Bantamweight,"Apr 05, 1992","Jun 22, 1985",False,False
UFC Fight Night: Dos Anjos vs. Fiziev,"July 09, 2022",Chase Sherman,Jared Vanderaa,KO/TKO Punches,Heavyweight,"Nov 16, 1989","May 12, 1992",False,False
UFC Fight Night: Dos Anjos vs. Fiziev,"July 09, 2022",Aiemann Zahabi,Ricky Turcios,U-DEC,Bantamweight,"Nov 19, 1987","Jun 05, 1993",False,False
UFC Fight Night: Dos Anjos vs. Fiziev,"July 09, 2022",Jamie Mullarkey,Michael Johnson,S-DEC,Lightweight,"Aug 17, 1994","Jun 04, 1986",False,False
