FightID,Fighter,Opponent,FighterAge,OpponentAge,Outcome,WeightClass,GenderBool,ChampBoutBool
3602,Ovince Saint Preux,Marcos Rogerio de Lima,34,31,1,Light Heavyweight,False,False
3602,Marcos Rogerio de Lima,Ovince Saint Preux,31,34,0,Light Heavyweight,False,False
3603,John Dodson,Eddie Wineland,32,32,1,Bantamweight,False,False
3603,Eddie Wineland,John Dodson,32,32,0,Bantamweight,False,False
3604,Stevie Ray,Joe Lauzon,27,32,1,Lightweight,False,False
3604,Joe Lauzon,Stevie Ray,32,27,0,Lightweight,False,False
3605,Mike Perry,Jake Ellenberger,25,32,1,Welterweight,False,False
3605,Jake Ellenberger,Mike Perry,32,25,0,Welterweight,False,False
3606,Thales Leites,Sam Alvey,35,30,1,Middleweight,False,False
3606,Sam Alvey,Thales Leites,30,35,0,Middleweight,False,False
3607,Brandon Moreno,Dustin Ortiz,23,28,1,Flyweight,False,False
3607,Dustin Ortiz,Brandon Moreno,28,23,0,Flyweight,False,False
3608,Scott Holtzman,Michael McBride,33,31,1,Lightweight,False,False
3608,Michael McBride,Scott Holtzman,31,33,0,Lightweight,False,False
3609,Danielle Taylor,Jessica Penne,27,34,1,Women's Strawweight,True,False
3609,Jessica Penne,Danielle Taylor,34,27,0,Women's Strawweight,True,False
3610,Alexis Davis,Cindy Dandois,32,32,1,Women's Bantamweight,True,False
3610,Cindy Dandois,Alexis Davis,32,32,0,Women's Bantamweight,True,False
3611,Bryan Barberena,Joe Proctor,27,31,1,Welterweight,False,False
3611,Joe Proctor,Bryan Barberena,31,27,0,Welterweight,False,False
3612,Hector Sandoval,Matt Schnell,30,27,1,Flyweight,False,False
3612,Matt Schnell,Hector Sandoval,27,30,0,Flyweight,False,False
3613,Demetrious Johnson,Wilson Reis,30,32,1,Flyweight,False,True
3613,Wilson Reis,Demetrious Johnson,32,30,0,Flyweight,False,True
3614,Rose Namajunas,Michelle Waterson-Gomez,24,31,1,Women's Strawweight,True,False
3614,Michelle Waterson-Gomez,Rose Namajunas,31,24,0,Women's Strawweight,True,False
3615,Robert Whittaker,Jacare Souza,26,37,1,Middleweight,False,False
3615,Jacare Souza,Robert Whittaker,37,26,0,Middleweight,False,False
3616,Renato Moicano,Jeremy Stephens,27,30,1,Featherweight,False,False
3616,Jeremy Stephens,Renato Moicano,30,27,0,Featherweight,False,False
3617,Alexander Volkov,Roy Nelson,28,40,1,Heavyweight,False,False
3617,Roy Nelson,Alexander Volkov,40,28,0,Heavyweight,False,False
3618,Tom Duquesnoy,Patrick Williams,23,35,1,Bantamweight,False,False
3618,Patrick Williams,Tom Duquesnoy,35,23,0,Bantamweight,False,False
3619,Rashid Magomedov,Bobby Green,32,30,1,Lightweight,False,False
3619,Bobby Green,Rashid Magomedov,30,32,0,Lightweight,False,False
3620,Tim Elliott,Louis Smolka,30,25,1,Flyweight,False,False
3620,Louis Smolka,Tim Elliott,25,30,0,Flyweight,False,False
3621,Aljamain Sterling,Augusto Mendes,27,34,1,Bantamweight,False,False
3621,Augusto Mendes,Aljamain Sterling,34,27,0,Bantamweight,False,False
3622,Devin Clark,Jake Collier,27,28,1,Light Heavyweight,False,False
3622,Jake Collier,Devin Clark,28,27,0,Light Heavyweight,False,False
3623,Anthony Smith,Andrew Sanchez,28,29,1,Middleweight,False,False
3623,Andrew Sanchez,Anthony Smith,29,28,0,Middleweight,False,False
3624,Zak Cummings,Nathan Coy,32,38,1,Welterweight,False,False
3624,Nathan Coy,Zak Cummings,38,32,0,Welterweight,False,False
3625,Ketlen Vieira,Ashlee Evans-Smith,25,29,1,Women's Bantamweight,True,False
3625,Ashlee Evans-Smith,Ketlen Vieira,29,25,0,Women's Bantamweight,True,False
3626,Daniel Cormier,Anthony Johnson,38,33,1,Light Heavyweight,False,True
3626,Anthony Johnson,Daniel Cormier,33,38,0,Light Heavyweight,False,True
3627,Gegard Mousasi,Chris Weidman,31,32,1,Middleweight,False,False
3627,Chris Weidman,Gegard Mousasi,32,31,0,Middleweight,False,False
3628,Cynthia Calvillo,Pearl Gonzalez,29,30,1,Women's Strawweight,True,False
3628,Pearl Gonzalez,Cynthia Calvillo,30,29,0,Women's Strawweight,True,False
3629,Thiago Alves,Patrick Cote,33,37,1,Welterweight,False,False
3629,Patrick Cote,Thiago Alves,37,33,0,Welterweight,False,False
3630,Charles Oliveira,Will Brooks,27,30,1,Lightweight,False,False
3630,Will Brooks,Charles Oliveira,30,27,0,Lightweight,False,False
3631,Myles Jury,Mike de la Torre,28,30,1,Featherweight,False,False
3631,Mike de la Torre,Myles Jury,30,28,0,Featherweight,False,False
3632,Kamaru Usman,Sean Strickland,29,26,1,Welterweight,False,False
3632,Sean Strickland,Kamaru Usman,26,29,0,Welterweight,False,False
3633,Shane Burgos,Charles Rosa,26,30,1,Featherweight,False,False
3633,Charles Rosa,Shane Burgos,30,26,0,Featherweight,False,False
3634,Patrick Cummins,Jan Blachowicz,36,34,1,Light Heavyweight,False,False
3634,Jan Blachowicz,Patrick Cummins,34,36,0,Light Heavyweight,False,False
3635,Gregor Gillespie,Andrew Holbrook,30,31,1,Lightweight,False,False
3635,Andrew Holbrook,Gregor Gillespie,31,30,0,Lightweight,False,False
3636,Desmond Green,Josh Emmett,27,32,1,Lightweight,False,False
3636,Josh Emmett,Desmond Green,32,27,0,Lightweight,False,False
3637,Katlyn Cerminara,Irene Aldana,28,29,1,Women's Bantamweight,True,False
3637,Irene Aldana,Katlyn Cerminara,29,28,0,Women's Bantamweight,True,False
3638,Bibulatov Magomed,Jenel Lausa,28,28,1,Flyweight,False,False
3638,Jenel Lausa,Bibulatov Magomed,28,28,0,Flyweight,False,False
3639,Jimi Manuwa,Corey Anderson,37,27,1,Light Heavyweight,False,False
3639,Corey Anderson,Jimi Manuwa,27,37,0,Light Heavyweight,False,False
3640,Gunnar Nelson,Alan Jouban,28,35,1,Welterweight,False,False
3640,Alan Jouban,Gunnar Nelson,35,28,0,Welterweight,False,False
3641,Marlon Vera,Brad Pickett,24,38,1,Catch Weight,False,False
3641,Brad Pickett,Marlon Vera,38,24,0,Catch Weight,False,False
3642,Arnold Allen,Makwan Amirkhani,23,28,1,Featherweight,False,False
3642,Makwan Amirkhani,Arnold Allen,28,23,0,Featherweight,False,False
3643,Joe Duffy,Reza Madadi,29,38,1,Lightweight,False,False
3643,Reza Madadi,Joe Duffy,38,29,0,Lightweight,False,False
3644,Francimar Barroso,Darren Stewart,37,26,1,Light Heavyweight,False,False
3644,Darren Stewart,Francimar Barroso,26,37,0,Light Heavyweight,False,False
3645,Timothy Johnson,Daniel Omielanczuk,32,34,1,Heavyweight,False,False
3645,Daniel Omielanczuk,Timothy Johnson,34,32,0,Heavyweight,False,False
3646,Leon Edwards,Vicente Luque,25,25,1,Welterweight,False,False
3646,Vicente Luque,Leon Edwards,25,25,0,Welterweight,False,False
3647,Marc Diakiese,Teemu Packalen,24,29,1,Lightweight,False,False
3647,Teemu Packalen,Marc Diakiese,29,24,0,Lightweight,False,False
3648,Brad Scott,Scott Askham,27,28,1,Middleweight,False,False
3648,Scott Askham,Brad Scott,28,27,0,Middleweight,False,False
3649,Lina Lansberg,Lucie Pudilova,35,22,1,Women's Bantamweight,True,False
3649,Lucie Pudilova,Lina Lansberg,22,35,0,Women's Bantamweight,True,False
3650,Vitor Belfort,Kelvin Gastelum,39,25,1,Middleweight,False,False
3650,Kelvin Gastelum,Vitor Belfort,25,39,0,Middleweight,False,False
3651,Mauricio Rua,Gian Villante,35,31,1,Light Heavyweight,False,False
3651,Gian Villante,Mauricio Rua,31,35,0,Light Heavyweight,False,False
3652,Edson Barboza,Beneil Dariush,31,27,1,Lightweight,False,False
3652,Beneil Dariush,Edson Barboza,27,31,0,Lightweight,False,False
3653,Ray Borg,Jussier Formiga,23,31,1,Flyweight,False,False
3653,Jussier Formiga,Ray Borg,31,23,0,Flyweight,False,False
3654,Bethe Correia,Marion Reneau,33,39,1,Women's Bantamweight,True,False
3654,Marion Reneau,Bethe Correia,39,33,0,Women's Bantamweight,True,False
3655,Alex Oliveira,Tim Means,29,33,1,Welterweight,False,False
3655,Tim Means,Alex Oliveira,33,29,0,Welterweight,False,False
3656,Kevin Lee,Francisco Trinaldo,24,38,1,Lightweight,False,False
3656,Francisco Trinaldo,Kevin Lee,38,24,0,Lightweight,False,False
3657,Sergio Moraes,Davi Ramos,34,30,1,Welterweight,False,False
3657,Davi Ramos,Sergio Moraes,30,34,0,Welterweight,False,False
3658,Joe Soto,Rani Yahya,29,32,1,Bantamweight,False,False
3658,Rani Yahya,Joe Soto,32,29,0,Bantamweight,False,False
3659,Michel Prazeres,Joshua Burkman,35,36,1,Lightweight,False,False
3659,Joshua Burkman,Michel Prazeres,36,35,0,Lightweight,False,False
3660,Jeremy Kennedy,Rony Jason,24,32,1,Featherweight,False,False
3660,Rony Jason,Jeremy Kennedy,32,24,0,Featherweight,False,False
3661,Paulo Costa,Garreth McLellan,25,34,1,Middleweight,False,False
3661,Garreth McLellan,Paulo Costa,34,25,0,Middleweight,False,False
3662,Tyron Woodley,Stephen Thompson,34,34,1,Welterweight,False,True
3662,Stephen Thompson,Tyron Woodley,34,34,0,Welterweight,False,True
3663,David Teymur,Lando Vannata,27,24,1,Lightweight,False,False
3663,Lando Vannata,David Teymur,24,27,0,Lightweight,False,False
3664,Daniel Kelly,Rashad Evans,39,37,1,Middleweight,False,False
3664,Rashad Evans,Daniel Kelly,37,39,0,Middleweight,False,False
3665,Cynthia Calvillo,Amanda Cooper,29,25,1,Women's Strawweight,True,False
3665,Amanda Cooper,Cynthia Calvillo,25,29,0,Women's Strawweight,True,False
3666,Alistair Overeem,Mark Hunt,36,42,1,Heavyweight,False,False
3666,Mark Hunt,Alistair Overeem,42,36,0,Heavyweight,False,False
3667,Marcin Tybura,Luis Henrique,31,23,1,Heavyweight,False,False
3667,Luis Henrique,Marcin Tybura,23,31,0,Heavyweight,False,False
3668,Darren Elkins,Mirsad Bektic,32,26,1,Featherweight,False,False
3668,Mirsad Bektic,Darren Elkins,26,32,0,Featherweight,False,False
3669,Iuri Alcantara,Luke Sanders,36,31,1,Bantamweight,False,False
3669,Luke Sanders,Iuri Alcantara,31,36,0,Bantamweight,False,False
3670,Mark Godbeer,Daniel Spitz,33,26,1,Heavyweight,False,False
3670,Daniel Spitz,Mark Godbeer,26,33,0,Heavyweight,False,False
3671,Tyson Pedro,Paul Craig,25,29,1,Light Heavyweight,False,False
3671,Paul Craig,Tyson Pedro,29,25,0,Light Heavyweight,False,False
3672,Albert Morales,Andre Soukhamthath,25,28,1,Bantamweight,False,False
3672,Andre Soukhamthath,Albert Morales,28,25,0,Bantamweight,False,False
3673,Derrick Lewis,Travis Browne,32,34,1,Heavyweight,False,False
3673,Travis Browne,Derrick Lewis,34,32,0,Heavyweight,False,False
3674,Johny Hendricks,Hector Lombard,33,39,1,Middleweight,False,False
3674,Hector Lombard,Johny Hendricks,39,33,0,Middleweight,False,False
3675,Gavin Tucker,Sam Sicilia,30,31,1,Featherweight,False,False
3675,Sam Sicilia,Gavin Tucker,31,30,0,Featherweight,False,False
3676,Elias Theodorou,Cezar Ferreira,28,32,1,Middleweight,False,False
3676,Cezar Ferreira,Elias Theodorou,32,28,0,Middleweight,False,False
3677,Sara McMann,Gina Mazany,36,28,1,Women's Bantamweight,True,False
3677,Gina Mazany,Sara McMann,28,36,0,Women's Bantamweight,True,False
3678,Paul Felder,Alex Ricci,32,34,1,Lightweight,False,False
3678,Alex Ricci,Paul Felder,34,32,0,Lightweight,False,False
3679,Santiago Ponzinibbio,Nordine Taleb,30,35,1,Welterweight,False,False
3679,Nordine Taleb,Santiago Ponzinibbio,35,30,0,Welterweight,False,False
3680,Randa Markos,Carla Esparza,31,29,1,Women's Strawweight,True,False
3680,Carla Esparza,Randa Markos,29,31,0,Women's Strawweight,True,False
3681,Aiemann Zahabi,Reginaldo Vieira,29,34,1,Bantamweight,False,False
3681,Reginaldo Vieira,Aiemann Zahabi,34,29,0,Bantamweight,False,False
3682,Thiago Santos,Jack Marshman,33,27,1,Middleweight,False,False
3682,Jack Marshman,Thiago Santos,27,33,0,Middleweight,False,False
3683,Gerald Meerschaert,Ryan Janes,29,35,1,Middleweight,False,False
3683,Ryan Janes,Gerald Meerschaert,35,29,0,Middleweight,False,False
3684,Germaine de Randamie,Holly Holm,32,35,1,Women's Featherweight,True,True
3684,Holly Holm,Germaine de Randamie,35,32,0,Women's Featherweight,True,True
3685,Anderson Silva,Derek Brunson,41,33,1,Middleweight,False,False
3685,Derek Brunson,Anderson Silva,33,41,0,Middleweight,False,False
3686,Jacare Souza,Tim Boetsch,37,36,1,Middleweight,False,False
3686,Tim Boetsch,Jacare Souza,36,37,0,Middleweight,False,False
3687,Glover Teixeira,Jared Cannonier,37,32,1,Light Heavyweight,False,False
3687,Jared Cannonier,Glover Teixeira,32,37,0,Light Heavyweight,False,False
3688,Dustin Poirier,Jim Miller,28,33,1,Lightweight,False,False
3688,Jim Miller,Dustin Poirier,33,28,0,Lightweight,False,False
3689,Belal Muhammad,Randy Brown,28,26,1,Welterweight,False,False
3689,Randy Brown,Belal Muhammad,26,28,0,Welterweight,False,False
3690,Wilson Reis,Yuta Sasaki,32,27,1,Flyweight,False,False
3690,Yuta Sasaki,Wilson Reis,27,32,0,Flyweight,False,False
3691,Islam Makhachev,Nik Lentz,25,32,1,Lightweight,False,False
3691,Nik Lentz,Islam Makhachev,32,25,0,Lightweight,False,False
3692,Ricky Glenn,Phillipe Nover,27,33,1,Featherweight,False,False
3692,Phillipe Nover,Ricky Glenn,33,27,0,Featherweight,False,False
3693,Ryan LaFlare,Roan Carneiro,33,38,1,Welterweight,False,False
3693,Roan Carneiro,Ryan LaFlare,38,33,0,Welterweight,False,False
3694,Chan Sung Jung,Dennis Bermudez,29,30,1,Featherweight,False,False
3694,Dennis Bermudez,Chan Sung Jung,30,29,0,Featherweight,False,False
3695,Felice Herrig,Alexa Grasso,32,23,1,Women's Strawweight,True,False
3695,Alexa Grasso,Felice Herrig,23,32,0,Women's Strawweight,True,False
3696,James Vick,Abel Trujillo,29,33,1,Lightweight,False,False
3696,Abel Trujillo,James Vick,33,29,0,Lightweight,False,False
3697,Volkan Oezdemir,Ovince Saint Preux,27,33,1,Light Heavyweight,False,False
3697,Ovince Saint Preux,Volkan Oezdemir,33,27,0,Light Heavyweight,False,False
3698,Marcel Fortuna,Anthony Hamilton,31,36,1,Heavyweight,False,False
3698,Anthony Hamilton,Marcel Fortuna,36,31,0,Heavyweight,False,False
3699,Jessica Andrade,Angela Hill,25,32,1,Women's Strawweight,True,False
3699,Angela Hill,Jessica Andrade,32,25,0,Women's Strawweight,True,False
3700,Adam Milstead,Curtis Blaydes,29,25,1,Heavyweight,False,False
3700,Curtis Blaydes,Adam Milstead,25,29,0,Heavyweight,False,False
3701,Chas Skelly,Chris Gruetzemacher,31,30,1,Featherweight,False,False
3701,Chris Gruetzemacher,Chas Skelly,30,31,0,Featherweight,False,False
3702,Ricardo Ramos,Michinori Tanaka,21,26,1,Bantamweight,False,False
3702,Michinori Tanaka,Ricardo Ramos,26,21,0,Bantamweight,False,False
3703,Tecia Pennington,Bec Rawlings,27,27,1,Women's Strawweight,True,False
3703,Bec Rawlings,Tecia Pennington,27,27,0,Women's Strawweight,True,False
3704,Alex Morono,Niko Price,26,27,1,Welterweight,False,False
3704,Niko Price,Alex Morono,27,26,0,Welterweight,False,False
3705,Khalil Rountree Jr.,Daniel Jolly,26,32,1,Light Heavyweight,False,False
3705,Daniel Jolly,Khalil Rountree Jr.,32,26,0,Light Heavyweight,False,False
3706,Valentina Shevchenko,Julianna Pena,28,27,1,Women's Bantamweight,True,False
3706,Julianna Pena,Valentina Shevchenko,27,28,0,Women's Bantamweight,True,False
3707,Jorge Masvidal,Donald Cerrone,32,33,1,Welterweight,False,False
3707,Donald Cerrone,Jorge Masvidal,33,32,0,Welterweight,False,False
3708,Francis Ngannou,Andrei Arlovski,30,37,1,Heavyweight,False,False
3708,Andrei Arlovski,Francis Ngannou,37,30,0,Heavyweight,False,False
3709,Jason Knight,Alex Caceres,24,28,1,Featherweight,False,False
3709,Alex Caceres,Jason Knight,28,24,0,Featherweight,False,False
3710,Sam Alvey,Nate Marquardt,30,37,1,Middleweight,False,False
3710,Nate Marquardt,Sam Alvey,37,30,0,Middleweight,False,False
3711,Raphael Assuncao,Aljamain Sterling,34,27,1,Bantamweight,False,False
3711,Aljamain Sterling,Raphael Assuncao,27,34,0,Bantamweight,False,False
3712,Li Jingliang,Bobby Nash,28,26,1,Welterweight,False,False
3712,Bobby Nash,Li Jingliang,26,28,0,Welterweight,False,False
3713,Jordan Johnson,Henrique da Silva,28,27,1,Light Heavyweight,False,False
3713,Henrique da Silva,Jordan Johnson,27,28,0,Light Heavyweight,False,False
3714,Eric Spicely,Alessio Di Chirico,30,27,1,Middleweight,False,False
3714,Alessio Di Chirico,Eric Spicely,27,30,0,Middleweight,False,False
3715,Marcos Rogerio de Lima,Jeremy Kimball,31,26,1,Light Heavyweight,False,False
3715,Jeremy Kimball,Marcos Rogerio de Lima,26,31,0,Light Heavyweight,False,False
3716,Alexandre Pantoja,Eric Shelton,26,25,1,Flyweight,False,False
3716,Eric Shelton,Alexandre Pantoja,25,26,0,Flyweight,False,False
3717,Jason Gonzalez,JC Cottrell,26,27,1,Lightweight,False,False
3717,JC Cottrell,Jason Gonzalez,27,26,0,Lightweight,False,False
3718,Yair Rodriguez,BJ Penn,24,38,1,Featherweight,False,False
3718,BJ Penn,Yair Rodriguez,38,24,0,Featherweight,False,False
3719,Joe Lauzon,Marcin Held,32,24,1,Lightweight,False,False
3719,Marcin Held,Joe Lauzon,24,32,0,Lightweight,False,False
3720,Ben Saunders,Court McGee,33,32,1,Welterweight,False,False
3720,Court McGee,Ben Saunders,32,33,0,Welterweight,False,False
3721,Sergio Pettis,John Moraga,23,32,1,Flyweight,False,False
3721,John Moraga,Sergio Pettis,32,23,0,Flyweight,False,False
3722,Drakkar Klose,Devin Powell,28,28,1,Lightweight,False,False
3722,Devin Powell,Drakkar Klose,28,28,0,Lightweight,False,False
3723,Augusto Mendes,Frankie Saenz,33,36,1,Bantamweight,False,False
3723,Frankie Saenz,Augusto Mendes,36,33,0,Bantamweight,False,False
3724,Aleksei Oleinik,Viktor Pesta,39,26,1,Heavyweight,False,False
3724,Viktor Pesta,Aleksei Oleinik,26,39,0,Heavyweight,False,False
3725,Anthony Rocco Martin,Alex White,27,28,1,Lightweight,False,False
3725,Alex White,Anthony Rocco Martin,28,27,0,Lightweight,False,False
3726,Nina Nunes,Jocelyn Jones-Lybarger,31,31,1,Women's Strawweight,True,False
3726,Jocelyn Jones-Lybarger,Nina Nunes,31,31,0,Women's Strawweight,True,False
3727,Walt Harris,Chase Sherman,33,27,1,Heavyweight,False,False
3727,Chase Sherman,Walt Harris,27,33,0,Heavyweight,False,False
3728,Joachim Christensen,Bojan Mihajlovic,38,36,1,Light Heavyweight,False,False
3728,Bojan Mihajlovic,Joachim Christensen,36,38,0,Light Heavyweight,False,False
3729,Cyril Asker,Dmitrii Smoliakov,31,34,1,Heavyweight,False,False
3729,Dmitrii Smoliakov,Cyril Asker,34,31,0,Heavyweight,False,False
3730,Amanda Nunes,Ronda Rousey,28,29,1,Women's Bantamweight,True,True
3730,Ronda Rousey,Amanda Nunes,29,28,0,Women's Bantamweight,True,True
3731,Cody Garbrandt,Dominick Cruz,25,31,1,Bantamweight,False,True
3731,Dominick Cruz,Cody Garbrandt,31,25,0,Bantamweight,False,True
3732,TJ Dillashaw,John Lineker,30,26,1,Bantamweight,False,False
3732,John Lineker,TJ Dillashaw,26,30,0,Bantamweight,False,False
3733,Dong Hyun Kim,Tarec Saffiedine,35,30,1,Welterweight,False,False
3733,Tarec Saffiedine,Dong Hyun Kim,30,35,0,Welterweight,False,False
3734,Ray Borg,Louis Smolka,23,25,1,Flyweight,False,False
3734,Louis Smolka,Ray Borg,25,23,0,Flyweight,False,False
3735,Neil Magny,Johny Hendricks,29,33,1,Welterweight,False,False
3735,Johny Hendricks,Neil Magny,33,29,0,Welterweight,False,False
3736,Antonio Carlos Junior,Marvin Vettori,26,23,1,Middleweight,False,False
3736,Marvin Vettori,Antonio Carlos Junior,23,26,0,Middleweight,False,False
3737,Alex Garcia,Mike Pyle,29,41,1,Welterweight,False,False
3737,Mike Pyle,Alex Garcia,41,29,0,Welterweight,False,False
3738,Niko Price,Brandon Thatch,27,31,1,Welterweight,False,False
3738,Brandon Thatch,Niko Price,31,27,0,Welterweight,False,False
3739,Alex Oliveira,Tim Means,28,32,1,Welterweight,False,False
3739,Tim Means,Alex Oliveira,32,28,0,Welterweight,False,False
3740,Michelle Waterson-Gomez,Paige VanZant,30,22,1,Women's Strawweight,True,False
3740,Paige VanZant,Michelle Waterson-Gomez,22,30,0,Women's Strawweight,True,False
3741,Mickey Gall,Sage Northcutt,24,20,1,Welterweight,False,False
3741,Sage Northcutt,Mickey Gall,20,24,0,Welterweight,False,False
3742,Urijah Faber,Brad Pickett,37,38,1,Bantamweight,False,False
3742,Brad Pickett,Urijah Faber,38,37,0,Bantamweight,False,False
3743,Alan Jouban,Mike Perry,35,25,1,Welterweight,False,False
3743,Mike Perry,Alan Jouban,25,35,0,Welterweight,False,False
3744,Paul Craig,Henrique da Silva,29,27,1,Light Heavyweight,False,False
3744,Henrique da Silva,Paul Craig,27,29,0,Light Heavyweight,False,False
3745,Mizuto Hirota,Cole Miller,35,32,1,Featherweight,False,False
3745,Cole Miller,Mizuto Hirota,32,35,0,Featherweight,False,False
3746,Colby Covington,Bryan Barberena,28,27,1,Welterweight,False,False
3746,Bryan Barberena,Colby Covington,27,28,0,Welterweight,False,False
3747,Alex Morono,James Moontasri,26,28,1,Welterweight,False,False
3747,James Moontasri,Alex Morono,28,26,0,Welterweight,False,False
3748,Josh Emmett,Scott Holtzman,31,33,1,Lightweight,False,False
3748,Scott Holtzman,Josh Emmett,33,31,0,Lightweight,False,False
3749,Leslie Smith,Irene Aldana,34,28,1,Women's Bantamweight,True,False
3749,Irene Aldana,Leslie Smith,28,34,0,Women's Bantamweight,True,False
3750,Eddie Wineland,Takeya Mizugaki,32,33,1,Bantamweight,False,False
3750,Takeya Mizugaki,Eddie Wineland,33,32,0,Bantamweight,False,False
3751,Hector Sandoval,Fredy Serrano,30,37,1,Flyweight,False,False
3751,Fredy Serrano,Hector Sandoval,37,30,0,Flyweight,False,False
3752,Sultan Aliev,Bojan Velickovic,32,27,1,Welterweight,False,False
3752,Bojan Velickovic,Sultan Aliev,27,32,0,Welterweight,False,False
3753,Max Holloway,Anthony Pettis,25,29,1,Featherweight,False,True
3753,Anthony Pettis,Max Holloway,29,25,0,Featherweight,False,True
3754,Donald Cerrone,Matt Brown,33,35,1,Welterweight,False,False
3754,Matt Brown,Donald Cerrone,35,33,0,Welterweight,False,False
3755,Cub Swanson,Dooho Choi,33,25,1,Featherweight,False,False
3755,Dooho Choi,Cub Swanson,25,33,0,Featherweight,False,False
3756,Kelvin Gastelum,Tim Kennedy,25,37,1,Middleweight,False,False
3756,Tim Kennedy,Kelvin Gastelum,37,25,0,Middleweight,False,False
3757,Emil Meek,Jordan Mein,28,27,1,Welterweight,False,False
3757,Jordan Mein,Emil Meek,27,28,0,Welterweight,False,False
3758,Misha Cirkunov,Nikita Krylov,29,24,1,Light Heavyweight,False,False
3758,Nikita Krylov,Misha Cirkunov,24,29,0,Light Heavyweight,False,False
3759,Olivier Aubin-Mercier,Drew Dober,27,28,1,Lightweight,False,False
3759,Drew Dober,Olivier Aubin-Mercier,28,27,0,Lightweight,False,False
3760,Viviane Pereira,Valerie Letourneau,23,33,1,Women's Strawweight,True,False
3760,Valerie Letourneau,Viviane Pereira,33,23,0,Women's Strawweight,True,False
3761,Matthew Lopez,Mitch Gagnon,29,32,1,Bantamweight,False,False
3761,Mitch Gagnon,Matthew Lopez,32,29,0,Bantamweight,False,False
3762,Lando Vannata,John Makdessi,24,31,1,Lightweight,False,False
3762,John Makdessi,Lando Vannata,31,24,0,Lightweight,False,False
3763,Rustam Khabilov,Jason Saggo,30,31,1,Lightweight,False,False
3763,Jason Saggo,Rustam Khabilov,31,30,0,Lightweight,False,False
3764,Dustin Ortiz,Zach Makovsky,27,33,1,Flyweight,False,False
3764,Zach Makovsky,Dustin Ortiz,33,27,0,Flyweight,False,False
3765,Derrick Lewis,Shamil Abdurakhimov,31,35,1,Heavyweight,False,False
3765,Shamil Abdurakhimov,Derrick Lewis,35,31,0,Heavyweight,False,False
3766,Francis Ngannou,Anthony Hamilton,30,36,1,Heavyweight,False,False
3766,Anthony Hamilton,Francis Ngannou,36,30,0,Heavyweight,False,False
3767,Corey Anderson,Sean O'Connell,27,33,1,Light Heavyweight,False,False
3767,Sean O'Connell,Corey Anderson,33,27,0,Light Heavyweight,False,False
3768,Gian Villante,Saparbeg Safarov,31,30,1,Light Heavyweight,False,False
3768,Saparbeg Safarov,Gian Villante,30,31,0,Light Heavyweight,False,False
3769,Justine Kish,Ashley Yoder,28,29,1,Women's Strawweight,True,False
3769,Ashley Yoder,Justine Kish,29,28,0,Women's Strawweight,True,False
3770,Randy Brown,Brian Camozzi,26,25,1,Welterweight,False,False
3770,Brian Camozzi,Randy Brown,25,26,0,Welterweight,False,False
3771,Gerald Meerschaert,Joseph Gigliotti,28,23,1,Middleweight,False,False
3771,Joseph Gigliotti,Gerald Meerschaert,23,28,0,Middleweight,False,False
3772,Andrew Sanchez,Trevor Smith,28,35,1,Middleweight,False,False
3772,Trevor Smith,Andrew Sanchez,35,28,0,Middleweight,False,False
3773,Shane Burgos,Tiago dos Santos e Silva,25,29,1,Featherweight,False,False
3773,Tiago dos Santos e Silva,Shane Burgos,29,25,0,Featherweight,False,False
3774,Marc Diakiese,Frankie Perez,23,27,1,Lightweight,False,False
3774,Frankie Perez,Marc Diakiese,27,23,0,Lightweight,False,False
3775,Ryan Janes,Keith Berish,35,31,1,Middleweight,False,False
3775,Keith Berish,Ryan Janes,31,35,0,Middleweight,False,False
3776,Juliana Lima,JJ Aldrich,34,24,1,Women's Strawweight,True,False
3776,JJ Aldrich,Juliana Lima,24,34,0,Women's Strawweight,True,False
3777,Demetrious Johnson,Tim Elliott,30,29,1,Flyweight,False,True
3777,Tim Elliott,Demetrious Johnson,29,30,0,Flyweight,False,True
3778,Joseph Benavidez,Henry Cejudo,32,29,1,Flyweight,False,False
3778,Henry Cejudo,Joseph Benavidez,29,32,0,Flyweight,False,False
3779,Jorge Masvidal,Jake Ellenberger,32,31,1,Welterweight,False,False
3779,Jake Ellenberger,Jorge Masvidal,31,32,0,Welterweight,False,False
3780,Jared Cannonier,Ion Cutelaba,32,22,1,Light Heavyweight,False,False
3780,Ion Cutelaba,Jared Cannonier,22,32,0,Light Heavyweight,False,False
3781,Sara McMann,Alexis Davis,36,32,1,Women's Bantamweight,True,False
3781,Alexis Davis,Sara McMann,32,36,0,Women's Bantamweight,True,False
3782,Brandon Moreno,Ryan Benoit,22,27,1,Flyweight,False,False
3782,Ryan Benoit,Brandon Moreno,27,22,0,Flyweight,False,False
3783,Ryan Hall,Gray Maynard,31,37,1,Featherweight,False,False
3783,Gray Maynard,Ryan Hall,37,31,0,Featherweight,False,False
3784,Rob Font,Matt Schnell,29,26,1,Bantamweight,False,False
3784,Matt Schnell,Rob Font,26,29,0,Bantamweight,False,False
3785,Dong Hyun Ma,Brendan O'Reilly,28,29,1,Lightweight,False,False
3785,Brendan O'Reilly,Dong Hyun Ma,29,28,0,Lightweight,False,False
3786,Jamie Moyle,Kailin Curran,27,25,1,Women's Strawweight,True,False
3786,Kailin Curran,Jamie Moyle,25,27,0,Women's Strawweight,True,False
