FightID,Fighter,Opponent,FighterAge,OpponentAge,Outcome,WeightClass,GenderBool,ChampBoutBool
2227,Brad Riddell,Magomed Mustafaev,28,31,1,Lightweight,False,False
2227,Magomed Mustafaev,Brad Riddell,31,28,0,Lightweight,False,False
2228,Zubaira Tukhugov,Kevin Aguilar,29,31,1,Featherweight,False,False
2228,Kevin Aguilar,Zubaira Tukhugov,31,29,0,Featherweight,False,False
2229,Jalin Turner,Josh Culibao,24,25,1,Lightweight,False,False
2229,Josh Culibao,Jalin Turner,25,24,0,Lightweight,False,False
2230,Jake Matthews,Emil Meek,25,31,1,Welterweight,False,False
2230,Emil Meek,Jake Matthews,31,25,0,Welterweight,False,False
2231,Song Kenan,Callan Potter,29,35,1,Welterweight,False,False
2231,Callan Potter,Song Kenan,35,29,0,Welterweight,False,False
2232,Kai Kara-France,Tyson Nam,26,36,1,Flyweight,False,False
2232,Tyson Nam,Kai Kara-France,36,26,0,Flyweight,False,False
2233,Angela Hill,Loma Lookboonmee,35,24,1,Women's Strawweight,True,False
2233,Loma Lookboonmee,Angela Hill,24,35,0,Women's Strawweight,True,False
2234,Priscila Cachoeira,Shana Dobson,31,30,1,Women's Flyweight,True,False
2234,Shana Dobson,Priscila Cachoeira,30,31,0,Women's Flyweight,True,False
2235,Jan Blachowicz,Corey Anderson,36,30,1,Light Heavyweight,False,False
2235,Corey Anderson,Jan Blachowicz,30,36,0,Light Heavyweight,False,False
2236,Diego Sanchez,Michel Pereira,38,26,1,Welterweight,False,False
2236,Michel Pereira,Diego Sanchez,26,38,0,Welterweight,False,False
2237,Montana De La Rosa,Mara Romero Borella,25,33,1,Women's Flyweight,True,False
2237,Mara Romero Borella,Montana De La Rosa,33,25,0,Women's Flyweight,True,False
2238,Brok Weaver,Kazula Vargas,28,34,1,Lightweight,False,False
2238,Kazula Vargas,Brok Weaver,34,28,0,Lightweight,False,False
2239,Ray Borg,Rogerio Bontorin,26,27,1,Flyweight,False,False
2239,Rogerio Bontorin,Ray Borg,27,26,0,Flyweight,False,False
2240,Lando Vannata,Yancy Medeiros,27,32,1,Lightweight,False,False
2240,Yancy Medeiros,Lando Vannata,32,27,0,Lightweight,False,False
2241,Daniel Rodriguez,Tim Means,33,35,1,Welterweight,False,False
2241,Tim Means,Daniel Rodriguez,35,33,0,Welterweight,False,False
2242,John Dodson,Nathaniel Wood,35,26,1,Bantamweight,False,False
2242,Nathaniel Wood,John Dodson,26,35,0,Bantamweight,False,False
2243,Scott Holtzman,Jim Miller,36,36,1,Lightweight,False,False
2243,Jim Miller,Scott Holtzman,36,36,0,Lightweight,False,False
2244,Devin Clark,Dequan Townsend,29,33,1,Light Heavyweight,False,False
2244,Dequan Townsend,Devin Clark,33,29,0,Light Heavyweight,False,False
2245,Merab Dvalishvili,Casey Kenney,29,28,1,Bantamweight,False,False
2245,Casey Kenney,Merab Dvalishvili,28,29,0,Bantamweight,False,False
2246,Macy Chiasson,Shanna Young,28,28,1,Women's Bantamweight,True,False
2246,Shanna Young,Macy Chiasson,28,28,0,Women's Bantamweight,True,False
2247,Raulian Paiva,Mark De La Rosa,24,25,1,Flyweight,False,False
2247,Mark De La Rosa,Raulian Paiva,25,24,0,Flyweight,False,False
2248,Jon Jones,Dominick Reyes,32,30,1,Light Heavyweight,False,True
2248,Dominick Reyes,Jon Jones,30,32,0,Light Heavyweight,False,True
2249,Valentina Shevchenko,Katlyn Cerminara,31,31,1,Women's Flyweight,True,True
2249,Katlyn Cerminara,Valentina Shevchenko,31,31,0,Women's Flyweight,True,True
2250,Justin Tafa,Juan Adams,26,28,1,Heavyweight,False,False
2250,Juan Adams,Justin Tafa,28,26,0,Heavyweight,False,False
2251,Dan Ige,Mirsad Bektic,28,28,1,Featherweight,False,False
2251,Mirsad Bektic,Dan Ige,28,28,0,Featherweight,False,False
2252,Derrick Lewis,Ilir Latifi,35,37,1,Heavyweight,False,False
2252,Ilir Latifi,Derrick Lewis,37,35,0,Heavyweight,False,False
2253,Trevin Giles,James Krause,27,33,1,Middleweight,False,False
2253,James Krause,Trevin Giles,33,27,0,Middleweight,False,False
2254,Lauren Murphy,Andrea Lee,36,30,1,Women's Flyweight,True,False
2254,Andrea Lee,Lauren Murphy,30,36,0,Women's Flyweight,True,False
2255,Khaos Williams,Alex Morono,25,29,1,Welterweight,False,False
2255,Alex Morono,Khaos Williams,29,25,0,Welterweight,False,False
2256,Mario Bautista,Miles Johns,26,25,1,Bantamweight,False,False
2256,Miles Johns,Mario Bautista,25,26,0,Bantamweight,False,False
2257,Domingo Pilarte,Journey Newson,30,30,1,Bantamweight,False,False
2257,Journey Newson,Domingo Pilarte,30,30,0,Bantamweight,False,False
2258,Andre Ewell,Jonathan Martinez,32,25,1,Bantamweight,False,False
2258,Jonathan Martinez,Andre Ewell,25,32,0,Bantamweight,False,False
2259,Youssef Zalal,Austin Lingo,23,25,1,Featherweight,False,False
2259,Austin Lingo,Youssef Zalal,25,23,0,Featherweight,False,False
2260,Curtis Blaydes,Junior Dos Santos,28,35,1,Heavyweight,False,False
2260,Junior Dos Santos,Curtis Blaydes,35,28,0,Heavyweight,False,False
2261,Michael Chiesa,Rafael Dos Anjos,32,35,1,Welterweight,False,False
2261,Rafael Dos Anjos,Michael Chiesa,35,32,0,Welterweight,False,False
2262,Alex Perez,Jordan Espinosa,27,30,1,Flyweight,False,False
2262,Jordan Espinosa,Alex Perez,30,27,0,Flyweight,False,False
2263,Angela Hill,Hannah Cifers,35,27,1,Women's Strawweight,True,False
2263,Hannah Cifers,Angela Hill,27,35,0,Women's Strawweight,True,False
2264,Jamahal Hill,Darko Stosic,28,27,1,Light Heavyweight,False,False
2264,Darko Stosic,Jamahal Hill,27,28,0,Light Heavyweight,False,False
2265,Bevon Lewis,Dequan Townsend,28,33,1,Middleweight,False,False
2265,Dequan Townsend,Bevon Lewis,33,28,0,Middleweight,False,False
2266,Arnold Allen,Nik Lentz,26,35,1,Featherweight,False,False
2266,Nik Lentz,Arnold Allen,35,26,0,Featherweight,False,False
2267,Justine Kish,Lucie Pudilova,31,25,1,Women's Flyweight,True,False
2267,Lucie Pudilova,Justine Kish,25,31,0,Women's Flyweight,True,False
2268,Montel Jackson,Felipe Colares,27,25,1,Bantamweight,False,False
2268,Felipe Colares,Montel Jackson,25,27,0,Bantamweight,False,False
2269,Sara McMann,Lina Lansberg,39,37,1,Women's Bantamweight,True,False
2269,Lina Lansberg,Sara McMann,37,39,0,Women's Bantamweight,True,False
2270,Brett Johns,Tony Gravely,27,28,1,Bantamweight,False,False
2270,Tony Gravely,Brett Johns,28,27,0,Bantamweight,False,False
2271,Herbert Burns,Nate Landwehr,31,31,1,Featherweight,False,False
2271,Nate Landwehr,Herbert Burns,31,31,0,Featherweight,False,False
2272,Conor McGregor,Donald Cerrone,31,36,1,Welterweight,False,False
2272,Donald Cerrone,Conor McGregor,36,31,0,Welterweight,False,False
2273,Holly Holm,Raquel Pennington,38,31,1,Women's Bantamweight,True,False
2273,Raquel Pennington,Holly Holm,31,38,0,Women's Bantamweight,True,False
2274,Aleksei Oleinik,Maurice Greene,42,33,1,Heavyweight,False,False
2274,Maurice Greene,Aleksei Oleinik,33,42,0,Heavyweight,False,False
2275,Brian Kelleher,Ode Osbourne,33,28,1,Bantamweight,False,False
2275,Ode Osbourne,Brian Kelleher,28,33,0,Bantamweight,False,False
2276,Diego Ferreira,Anthony Pettis,35,32,1,Lightweight,False,False
2276,Anthony Pettis,Diego Ferreira,32,35,0,Lightweight,False,False
2277,Roxanne Modafferi,Maycee Barber,37,21,1,Women's Flyweight,True,False
2277,Maycee Barber,Roxanne Modafferi,21,37,0,Women's Flyweight,True,False
2278,Sodiq Yusuff,Andre Fili,26,29,1,Featherweight,False,False
2278,Andre Fili,Sodiq Yusuff,29,26,0,Featherweight,False,False
2279,Askar Askarov,Tim Elliott,27,33,1,Flyweight,False,False
2279,Tim Elliott,Askar Askarov,33,27,0,Flyweight,False,False
2280,Drew Dober,Nasrat Haqparast,31,24,1,Lightweight,False,False
2280,Nasrat Haqparast,Drew Dober,24,31,0,Lightweight,False,False
2281,Aleksa Camur,Justin Ledet,24,31,1,Light Heavyweight,False,False
2281,Justin Ledet,Aleksa Camur,31,24,0,Light Heavyweight,False,False
2282,Sabina Mazo,JJ Aldrich,22,27,1,Women's Flyweight,True,False
2282,JJ Aldrich,Sabina Mazo,27,22,0,Women's Flyweight,True,False
2283,Chan Sung Jung,Frankie Edgar,32,38,1,Featherweight,False,False
2283,Frankie Edgar,Chan Sung Jung,38,32,0,Featherweight,False,False
2284,Volkan Oezdemir,Aleksandar Rakic,30,27,1,Light Heavyweight,False,False
2284,Aleksandar Rakic,Volkan Oezdemir,27,30,0,Light Heavyweight,False,False
2285,Charles Jourdain,Dooho Choi,24,28,1,Featherweight,False,False
2285,Dooho Choi,Charles Jourdain,28,24,0,Featherweight,False,False
2286,Da Woon Jung,Mike Rodriguez,26,31,1,Light Heavyweight,False,False
2286,Mike Rodriguez,Da Woon Jung,31,26,0,Light Heavyweight,False,False
2287,JunYong Park,Marc-Andre Barriault,28,29,1,Middleweight,False,False
2287,Marc-Andre Barriault,JunYong Park,29,28,0,Middleweight,False,False
2288,Kyung Ho Kang,Pingyuan Liu,32,26,1,Bantamweight,False,False
2288,Pingyuan Liu,Kyung Ho Kang,26,32,0,Bantamweight,False,False
2289,Ciryl Gane,Tanner Boser,29,28,1,Heavyweight,False,False
2289,Tanner Boser,Ciryl Gane,28,29,0,Heavyweight,False,False
2290,SeungWoo Choi,Suman Mokhtarian,27,27,1,Featherweight,False,False
2290,Suman Mokhtarian,SeungWoo Choi,27,27,0,Featherweight,False,False
2291,Omar Morales,Dong Hyun Ma,34,31,1,Lightweight,False,False
2291,Dong Hyun Ma,Omar Morales,31,34,0,Lightweight,False,False
2292,Alexandre Pantoja,Matt Schnell,29,29,1,Flyweight,False,False
2292,Matt Schnell,Alexandre Pantoja,29,29,0,Flyweight,False,False
2293,Raoni Barcelos,Said Nurmagomedov,32,27,1,Bantamweight,False,False
2293,Said Nurmagomedov,Raoni Barcelos,27,32,0,Bantamweight,False,False
2294,Amanda Lemos,Miranda Granger,32,27,1,Women's Strawweight,True,False
2294,Miranda Granger,Amanda Lemos,27,32,0,Women's Strawweight,True,False
2295,Alatengheili,Ryan Benoit,28,30,1,Bantamweight,False,False
2295,Ryan Benoit,Alatengheili,30,28,0,Bantamweight,False,False
2296,Kamaru Usman,Colby Covington,32,31,1,Welterweight,False,True
2296,Colby Covington,Kamaru Usman,31,32,0,Welterweight,False,True
2297,Alexander Volkanovski,Max Holloway,31,28,1,Featherweight,False,True
2297,Max Holloway,Alexander Volkanovski,28,31,0,Featherweight,False,True
2298,Amanda Nunes,Germaine de Randamie,31,35,1,Women's Bantamweight,True,True
2298,Germaine de Randamie,Amanda Nunes,35,31,0,Women's Bantamweight,True,True
2299,Marlon Moraes,Jose Aldo,31,33,1,Bantamweight,False,False
2299,Jose Aldo,Marlon Moraes,33,31,0,Bantamweight,False,False
2300,Petr Yan,Urijah Faber,26,40,1,Bantamweight,False,False
2300,Urijah Faber,Petr Yan,40,26,0,Bantamweight,False,False
2301,Geoff Neal,Mike Perry,29,28,1,Welterweight,False,False
2301,Mike Perry,Geoff Neal,28,29,0,Welterweight,False,False
2302,Irene Aldana,Ketlen Vieira,31,28,1,Women's Bantamweight,True,False
2302,Ketlen Vieira,Irene Aldana,28,31,0,Women's Bantamweight,True,False
2303,Omari Akhmedov,Ian Heinisch,32,31,1,Middleweight,False,False
2303,Ian Heinisch,Omari Akhmedov,31,32,0,Middleweight,False,False
2304,Matt Brown,Ben Saunders,38,36,1,Welterweight,False,False
2304,Ben Saunders,Matt Brown,36,38,0,Welterweight,False,False
2305,Chase Hooper,Daniel Teymur,20,31,1,Featherweight,False,False
2305,Daniel Teymur,Chase Hooper,31,20,0,Featherweight,False,False
2306,Brandon Moreno,Kai Kara-France,26,26,1,Flyweight,False,False
2306,Kai Kara-France,Brandon Moreno,26,26,0,Flyweight,False,False
2307,Jessica Eye,Viviane Araujo,33,33,1,Women's Flyweight,True,False
2307,Viviane Araujo,Jessica Eye,33,33,0,Women's Flyweight,True,False
2308,Punahele Soriano,Oskar Piechota,27,29,1,Middleweight,False,False
2308,Oskar Piechota,Punahele Soriano,29,27,0,Middleweight,False,False
2309,Jairzinho Rozenstruik,Alistair Overeem,31,39,1,Heavyweight,False,False
2309,Alistair Overeem,Jairzinho Rozenstruik,39,31,0,Heavyweight,False,False
2310,Marina Rodriguez,Cynthia Calvillo,32,32,1,Women's Strawweight,True,False
2310,Cynthia Calvillo,Marina Rodriguez,32,32,0,Women's Strawweight,True,False
2311,Ben Rothwell,Stefan Struve,38,31,1,Heavyweight,False,False
2311,Stefan Struve,Ben Rothwell,31,38,0,Heavyweight,False,False
2312,Aspen Ladd,Yana Santos,24,30,1,Women's Bantamweight,True,False
2312,Yana Santos,Aspen Ladd,30,24,0,Women's Bantamweight,True,False
2313,Cody Stamann,Song Yadong,30,22,1,Bantamweight,False,False
2313,Song Yadong,Cody Stamann,22,30,0,Bantamweight,False,False
2314,Rob Font,Ricky Simon,32,27,1,Bantamweight,False,False
2314,Ricky Simon,Rob Font,27,32,0,Bantamweight,False,False
2315,Tim Means,Thiago Alves,35,36,1,Welterweight,False,False
2315,Thiago Alves,Tim Means,36,35,0,Welterweight,False,False
2316,Billy Quarantillo,Jacob Kilburn,30,24,1,Featherweight,False,False
2316,Jacob Kilburn,Billy Quarantillo,24,30,0,Featherweight,False,False
2317,Bryce Mitchell,Matt Sayles,25,25,1,Featherweight,False,False
2317,Matt Sayles,Bryce Mitchell,25,25,0,Featherweight,False,False
2318,Joe Solecki,Matt Wiman,26,36,1,Lightweight,False,False
2318,Matt Wiman,Joe Solecki,36,26,0,Lightweight,False,False
2319,Virna Jandiroba,Mallory Martin,31,25,1,Women's Strawweight,True,False
2319,Mallory Martin,Virna Jandiroba,25,31,0,Women's Strawweight,True,False
2320,Makhmud Muradov,Trevor Smith,29,38,1,Middleweight,False,False
2320,Trevor Smith,Makhmud Muradov,38,29,0,Middleweight,False,False
2321,Jan Blachowicz,Jacare Souza,36,39,1,Light Heavyweight,False,False
2321,Jacare Souza,Jan Blachowicz,39,36,0,Light Heavyweight,False,False
2322,Mauricio Rua,Paul Craig,37,31,1,Light Heavyweight,False,False
2322,Paul Craig,Mauricio Rua,31,37,0,Light Heavyweight,False,False
2323,Charles Oliveira,Jared Gordon,30,31,1,Lightweight,False,False
2323,Jared Gordon,Charles Oliveira,31,30,0,Lightweight,False,False
2324,Andre Muniz,Antonio Arroyo,29,30,1,Middleweight,False,False
2324,Antonio Arroyo,Andre Muniz,30,29,0,Middleweight,False,False
2325,Wellington Turman,Markus Perez,23,31,1,Middleweight,False,False
2325,Markus Perez,Wellington Turman,31,23,0,Middleweight,False,False
2326,James Krause,Sergio Moraes,33,37,1,Welterweight,False,False
2326,Sergio Moraes,James Krause,37,33,0,Welterweight,False,False
2327,Ricardo Ramos,Eduardo Garagorri,24,30,1,Featherweight,False,False
2327,Eduardo Garagorri,Ricardo Ramos,30,24,0,Featherweight,False,False
2328,Francisco Trinaldo,Bobby Green,41,33,1,Lightweight,False,False
2328,Bobby Green,Francisco Trinaldo,33,41,0,Lightweight,False,False
2329,Randy Brown,Warlley Alves,29,28,1,Welterweight,False,False
2329,Warlley Alves,Randy Brown,28,29,0,Welterweight,False,False
2330,Douglas Silva de Andrade,Renan Barao,34,32,1,Featherweight,False,False
2330,Renan Barao,Douglas Silva de Andrade,32,34,0,Featherweight,False,False
2331,Ariane da Silva,Isabela de Padua,25,28,1,Women's Flyweight,True,False
2331,Isabela de Padua,Ariane da Silva,28,25,0,Women's Flyweight,True,False
2332,Tracy Cortez,Vanessa Melo,25,31,1,Women's Bantamweight,True,False
2332,Vanessa Melo,Tracy Cortez,31,25,0,Women's Bantamweight,True,False
2333,Zabit Magomedsharipov,Calvin Kattar,28,31,1,Featherweight,False,False
2333,Calvin Kattar,Zabit Magomedsharipov,31,28,0,Featherweight,False,False
2334,Alexander Volkov,Greg Hardy,31,31,1,Heavyweight,False,False
2334,Greg Hardy,Alexander Volkov,31,31,0,Heavyweight,False,False
2335,Danny Roberts,Zelim Imadaev,32,24,1,Welterweight,False,False
2335,Zelim Imadaev,Danny Roberts,24,32,0,Welterweight,False,False
2336,Ed Herman,Khadis Ibragimov,39,24,1,Light Heavyweight,False,False
2336,Khadis Ibragimov,Ed Herman,24,39,0,Light Heavyweight,False,False
2337,Anthony Rocco Martin,Ramazan Emeev,29,32,1,Welterweight,False,False
2337,Ramazan Emeev,Anthony Rocco Martin,32,29,0,Welterweight,False,False
2338,Shamil Gamzatov,Klidson Abreu,29,26,1,Light Heavyweight,False,False
2338,Klidson Abreu,Shamil Gamzatov,26,29,0,Light Heavyweight,False,False
2339,Magomed Ankalaev,Dalcha Lungiambula,27,32,1,Light Heavyweight,False,False
2339,Dalcha Lungiambula,Magomed Ankalaev,32,27,0,Light Heavyweight,False,False
2340,Rustam Khabilov,Sergey Khandozhko,33,27,1,Welterweight,False,False
2340,Sergey Khandozhko,Rustam Khabilov,27,33,0,Welterweight,False,False
2341,Karl Roberson,Roman Kopylov,29,28,1,Middleweight,False,False
2341,Roman Kopylov,Karl Roberson,28,29,0,Middleweight,False,False
2342,David Zawada,Abubakar Nurmagomedov,29,29,1,Welterweight,False,False
2342,Abubakar Nurmagomedov,David Zawada,29,29,0,Welterweight,False,False
2343,Roosevelt Roberts,Alexander Yakovlev,25,35,1,Lightweight,False,False
2343,Alexander Yakovlev,Roosevelt Roberts,35,25,0,Lightweight,False,False
2344,Pannie Kianzad,Jessica-Rose Clark,27,31,1,Women's Bantamweight,True,False
2344,Jessica-Rose Clark,Pannie Kianzad,31,27,0,Women's Bantamweight,True,False
2345,Davey Grant,Grigory Popov,33,35,1,Bantamweight,False,False
2345,Grigory Popov,Davey Grant,35,33,0,Bantamweight,False,False
2346,Jorge Masvidal,Nate Diaz,34,34,1,Welterweight,False,False
2346,Nate Diaz,Jorge Masvidal,34,34,0,Welterweight,False,False
2347,Darren Till,Kelvin Gastelum,26,28,1,Middleweight,False,False
2347,Kelvin Gastelum,Darren Till,28,26,0,Middleweight,False,False
2348,Stephen Thompson,Vicente Luque,36,27,1,Welterweight,False,False
2348,Vicente Luque,Stephen Thompson,27,36,0,Welterweight,False,False
2349,Derrick Lewis,Blagoy Ivanov,34,33,1,Heavyweight,False,False
2349,Blagoy Ivanov,Derrick Lewis,33,34,0,Heavyweight,False,False
2350,Kevin Lee,Gregor Gillespie,27,32,1,Lightweight,False,False
2350,Gregor Gillespie,Kevin Lee,32,27,0,Lightweight,False,False
2351,Corey Anderson,Johnny Walker,30,27,1,Light Heavyweight,False,False
2351,Johnny Walker,Corey Anderson,27,30,0,Light Heavyweight,False,False
2352,Shane Burgos,Makwan Amirkhani,28,30,1,Featherweight,False,False
2352,Makwan Amirkhani,Shane Burgos,30,28,0,Featherweight,False,False
2353,Edmen Shahbazyan,Brad Tavares,21,31,1,Middleweight,False,False
2353,Brad Tavares,Edmen Shahbazyan,31,21,0,Middleweight,False,False
2354,Jairzinho Rozenstruik,Andrei Arlovski,31,40,1,Heavyweight,False,False
2354,Andrei Arlovski,Jairzinho Rozenstruik,40,31,0,Heavyweight,False,False
2355,Katlyn Cerminara,Jennifer Maia,30,31,1,Women's Flyweight,True,False
2355,Jennifer Maia,Katlyn Cerminara,31,30,0,Women's Flyweight,True,False
2356,Lyman Good,Chance Rencountre,34,32,1,Welterweight,False,False
2356,Chance Rencountre,Lyman Good,32,34,0,Welterweight,False,False
2357,Hakeem Dawodu,Julio Arce,28,30,1,Featherweight,False,False
2357,Julio Arce,Hakeem Dawodu,30,28,0,Featherweight,False,False
2358,Demian Maia,Ben Askren,41,35,1,Welterweight,False,False
2358,Ben Askren,Demian Maia,35,41,0,Welterweight,False,False
2359,Stevie Ray,Michael Johnson,29,33,1,Lightweight,False,False
2359,Michael Johnson,Stevie Ray,33,29,0,Lightweight,False,False
2360,Beneil Dariush,Frank Camacho,30,30,1,Lightweight,False,False
2360,Frank Camacho,Beneil Dariush,30,30,0,Lightweight,False,False
2361,Ciryl Gane,Don'Tale Mayes,29,27,1,Heavyweight,False,False
2361,Don'Tale Mayes,Ciryl Gane,27,29,0,Heavyweight,False,False
2362,Muslim Salikhov,Laureano Staropoli,35,26,1,Welterweight,False,False
2362,Laureano Staropoli,Muslim Salikhov,26,35,0,Welterweight,False,False
2363,Randa Markos,Ashley Yoder,34,32,1,Women's Strawweight,True,False
2363,Ashley Yoder,Randa Markos,32,34,0,Women's Strawweight,True,False
2364,Rafael Fiziev,Alex White,26,31,1,Lightweight,False,False
2364,Alex White,Rafael Fiziev,31,26,0,Lightweight,False,False
2365,Movsar Evloev,Enrique Barzola,25,30,1,Featherweight,False,False
2365,Enrique Barzola,Movsar Evloev,30,25,0,Featherweight,False,False
2366,Sergei Pavlovich,Maurice Greene,27,33,1,Heavyweight,False,False
2366,Maurice Greene,Sergei Pavlovich,33,27,0,Heavyweight,False,False
2367,Loma Lookboonmee,Aleksandra Albu,23,29,1,Women's Strawweight,True,False
2367,Aleksandra Albu,Loma Lookboonmee,29,23,0,Women's Strawweight,True,False
2368,Raphael Pessoa,Jeff Hughes,30,31,1,Heavyweight,False,False
2368,Jeff Hughes,Raphael Pessoa,31,30,0,Heavyweight,False,False
2369,Dominick Reyes,Chris Weidman,29,35,1,Light Heavyweight,False,False
2369,Chris Weidman,Dominick Reyes,35,29,0,Light Heavyweight,False,False
2370,Yair Rodriguez,Jeremy Stephens,27,33,1,Featherweight,False,False
2370,Jeremy Stephens,Yair Rodriguez,33,27,0,Featherweight,False,False
2371,Greg Hardy,Ben Sosoli,31,29,1,Heavyweight,False,False
2371,Ben Sosoli,Greg Hardy,29,31,0,Heavyweight,False,False
2372,Joe Lauzon,Jonathan Pearce,35,27,1,Lightweight,False,False
2372,Jonathan Pearce,Joe Lauzon,27,35,0,Lightweight,False,False
2373,Maycee Barber,Gillian Robertson,21,24,1,Women's Flyweight,True,False
2373,Gillian Robertson,Maycee Barber,24,21,0,Women's Flyweight,True,False
2374,Darren Stewart,Deron Winn,28,30,1,Middleweight,False,False
2374,Deron Winn,Darren Stewart,30,28,0,Middleweight,False,False
2375,Charles Rosa,Manny Bermudez,33,25,1,Featherweight,False,False
2375,Manny Bermudez,Charles Rosa,25,33,0,Featherweight,False,False
2376,Molly McCann,Diana Belbita,29,23,1,Women's Flyweight,True,False
2376,Diana Belbita,Molly McCann,23,29,0,Women's Flyweight,True,False
2377,Sean Woodson,Kyle Bochniak,27,32,1,Featherweight,False,False
2377,Kyle Bochniak,Sean Woodson,32,27,0,Featherweight,False,False
2378,Randy Costa,Boston Salmon,25,28,1,Bantamweight,False,False
2378,Boston Salmon,Randy Costa,28,25,0,Bantamweight,False,False
2379,Sean Brady,Court McGee,26,34,1,Welterweight,False,False
2379,Court McGee,Sean Brady,34,26,0,Welterweight,False,False
2380,Brendan Allen,Kevin Holland,23,26,1,Middleweight,False,False
2380,Kevin Holland,Brendan Allen,26,23,0,Middleweight,False,False
2381,Tanner Boser,Daniel Spitz,28,29,1,Heavyweight,False,False
2381,Daniel Spitz,Tanner Boser,29,28,0,Heavyweight,False,False
2382,Joanna Jedrzejczyk,Michelle Waterson-Gomez,32,33,1,Women's Strawweight,True,False
2382,Michelle Waterson-Gomez,Joanna Jedrzejczyk,33,32,0,Women's Strawweight,True,False
2383,Cub Swanson,Kron Gracie,35,31,1,Featherweight,False,False
2383,Kron Gracie,Cub Swanson,31,35,0,Featherweight,False,False
2384,Niko Price,James Vick,30,32,1,Welterweight,False,False
2384,James Vick,Niko Price,32,30,0,Welterweight,False,False
2385,Amanda Ribas,Mackenzie Dern,26,26,1,Women's Strawweight,True,False
2385,Mackenzie Dern,Amanda Ribas,26,26,0,Women's Strawweight,True,False
2386,Matt Frevola,Luis Pena,29,26,1,Lightweight,False,False
2386,Luis Pena,Matt Frevola,26,29,0,Lightweight,False,False
2387,Eryk Anders,Gerald Meerschaert,32,31,1,Middleweight,False,False
2387,Gerald Meerschaert,Eryk Anders,31,32,0,Middleweight,False,False
2388,Ryan Spann,Devin Clark,28,29,1,Light Heavyweight,False,False
2388,Devin Clark,Ryan Spann,29,28,0,Light Heavyweight,False,False
2389,Mike Davis,Thomas Gifford,27,27,1,Lightweight,False,False
2389,Thomas Gifford,Mike Davis,27,27,0,Lightweight,False,False
2390,Alex Morono,Max Griffin,29,33,1,Welterweight,False,False
2390,Max Griffin,Alex Morono,33,29,0,Welterweight,False,False
2391,Deiveson Figueiredo,Tim Elliott,31,32,1,Flyweight,False,False
2391,Tim Elliott,Deiveson Figueiredo,32,31,0,Flyweight,False,False
2392,Marlon Vera,Andre Ewell,26,31,1,Bantamweight,False,False
2392,Andre Ewell,Marlon Vera,31,26,0,Bantamweight,False,False
2393,Miguel Baeza,Hector Aldana,27,31,1,Welterweight,False,False
2393,Hector Aldana,Miguel Baeza,31,27,0,Welterweight,False,False
2394,Marvin Vettori,Andrew Sanchez,26,31,1,Middleweight,False,False
2394,Andrew Sanchez,Marvin Vettori,31,26,0,Middleweight,False,False
2395,JJ Aldrich,Lauren Mueller,27,27,1,Women's Flyweight,True,False
2395,Lauren Mueller,JJ Aldrich,27,27,0,Women's Flyweight,True,False
2396,Israel Adesanya,Robert Whittaker,30,28,1,Middleweight,False,True
2396,Robert Whittaker,Israel Adesanya,28,30,0,Middleweight,False,True
2397,Dan Hooker,Al Iaquinta,29,32,1,Lightweight,False,False
2397,Al Iaquinta,Dan Hooker,32,29,0,Lightweight,False,False
2398,Serghei Spivac,Tai Tuivasa,24,26,1,Heavyweight,False,False
2398,Tai Tuivasa,Serghei Spivac,26,24,0,Heavyweight,False,False
2399,Dhiego Lima,Luke Jumeau,30,31,1,Welterweight,False,False
2399,Luke Jumeau,Dhiego Lima,31,30,0,Welterweight,False,False
2400,Yorgan De Castro,Justin Tafa,32,25,1,Heavyweight,False,False
2400,Justin Tafa,Yorgan De Castro,25,32,0,Heavyweight,False,False
2401,Jake Matthews,Rostem Akman,25,27,1,Welterweight,False,False
2401,Rostem Akman,Jake Matthews,27,25,0,Welterweight,False,False
2402,Callan Potter,Maki Pitolo,35,28,1,Welterweight,False,False
2402,Maki Pitolo,Callan Potter,28,35,0,Welterweight,False,False
2403,Brad Riddell,Jamie Mullarkey,28,25,1,Lightweight,False,False
2403,Jamie Mullarkey,Brad Riddell,25,28,0,Lightweight,False,False
2404,Megan Anderson,Zarah Fairn,29,35,1,Women's Featherweight,True,False
2404,Zarah Fairn,Megan Anderson,35,29,0,Women's Featherweight,True,False
2405,Ji Yeon Kim,Nadia Kassem,29,23,1,Women's Flyweight,True,False
2405,Nadia Kassem,Ji Yeon Kim,23,29,0,Women's Flyweight,True,False
2406,Khalid Taha,Bruno Silva,27,29,1,Bantamweight,False,False
2406,Bruno Silva,Khalid Taha,29,27,0,Bantamweight,False,False
2407,Jared Cannonier,Jack Hermansson,35,31,1,Middleweight,False,False
2407,Jack Hermansson,Jared Cannonier,31,35,0,Middleweight,False,False
2408,Mark Madsen,Danilo Belluardo,35,25,1,Lightweight,False,False
2408,Danilo Belluardo,Mark Madsen,25,35,0,Lightweight,False,False
2409,Gilbert Burns,Gunnar Nelson,33,31,1,Welterweight,False,False
2409,Gunnar Nelson,Gilbert Burns,31,33,0,Welterweight,False,False
2410,Ion Cutelaba,Khalil Rountree Jr.,25,29,1,Light Heavyweight,False,False
2410,Khalil Rountree Jr.,Ion Cutelaba,29,25,0,Light Heavyweight,False,False
2411,Ovince Saint Preux,Michal Oleksiejczuk,36,24,1,Light Heavyweight,False,False
